Peak,strength,TCF1,TCF1-0,CTCF,CTCF-1,Elf4,Elf4-2,TSS,CTCF-2,Elf4-1,CTCF-0,Elf4-0,CTCF-3,Elf4-3,TCF1-1,TCF1-2,TCF1-3
MACS_peak_14470,10.27,0,1.0,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14471,43.86,0,1.0,3,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14472,16.04,0,1.0,2,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14473,9.27,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14474,14.51,0,1.0,1,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MACS_peak_14475,8.28,0,1.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14476,11.34,2,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14477,4.79,0,1.0,2,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14478,9.25,0,1.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14479,19.37,1,0.0,0,0.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_1448,46.49,4,0.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MACS_peak_14480,5.29,0,1.0,6,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14481,7.33,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14482,14.21,0,1.0,2,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14483,6.61,1,0.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14484,30.88,0,1.0,4,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14485,7.33,0,1.0,2,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14486,7.33,0,1.0,2,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14487,23.06,1,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14488,10.30,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14489,31.58,1,0.0,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_1449,4.15,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14490,10.25,1,0.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14491,14.30,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14492,7.33,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14493,14.63,2,0.0,0,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14494,7.33,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14495,5.52,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14496,30.68,0,1.0,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14497,19.37,0,1.0,4,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14498,9.32,2,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14499,27.56,0,1.0,5,0.0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
MACS_peak_145,10.65,2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_1450,6.68,1,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14500,8.41,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14501,7.17,1,0.0,1,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14502,10.55,1,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14503,38.29,0,1.0,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14504,15.67,0,1.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14505,9.27,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14506,10.93,2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14507,4.95,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14508,5.27,0,1.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14509,16.96,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1451,14.92,0,1.0,0,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14510,23.20,0,1.0,2,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14511,11.95,1,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14512,37.03,2,0.0,2,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14513,8.28,2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14514,15.77,1,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14515,7.78,0,1.0,3,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14516,12.41,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14517,9.09,0,1.0,2,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14518,9.46,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14519,41.60,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1452,19.68,0,1.0,2,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14520,11.95,2,0.0,2,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14521,28.01,1,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14522,8.28,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14523,14.21,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14524,35.42,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14525,6.90,0,1.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14526,27.85,0,1.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14527,4.33,1,0.0,2,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14528,13.45,0,1.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14529,13.51,0,1.0,1,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1453,13.04,0,1.0,3,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14530,12.68,0,1.0,2,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14531,50.69,0,1.0,7,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14532,23.09,1,0.0,3,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14533,10.08,0,1.0,4,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14534,8.44,0,1.0,2,0.0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MACS_peak_14535,26.75,2,0.0,5,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
MACS_peak_14536,7.04,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14537,14.21,3,0.0,4,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
MACS_peak_14538,8.74,2,0.0,1,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14539,12.68,0,1.0,3,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1454,18.37,1,0.0,1,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14540,11.21,0,1.0,3,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14541,10.25,0,1.0,0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
MACS_peak_14542,10.52,0,1.0,4,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14543,5.47,1,0.0,1,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MACS_peak_14544,20.18,0,1.0,4,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14545,6.61,0,1.0,0,0.0,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14546,11.80,0,1.0,0,0.0,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14547,9.63,0,1.0,1,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14548,11.21,0,1.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14549,31.23,0,1.0,2,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1455,38.29,0,1.0,0,0.0,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14550,7.63,0,1.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14551,6.41,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14552,15.67,0,1.0,2,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14553,8.44,0,1.0,2,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14554,7.33,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14555,7.53,0,1.0,1,1.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MACS_peak_14556,34.79,1,0.0,3,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14557,7.29,0,1.0,3,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14558,8.72,0,1.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14559,23.51,0,1.0,2,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1456,7.99,0,1.0,1,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14560,9.23,0,1.0,0,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14561,8.72,1,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14562,13.51,0,1.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14563,14.63,0,1.0,1,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14564,14.02,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14565,5.77,0,1.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14566,3.89,0,1.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14567,6.22,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14568,8.41,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14569,15.56,0,1.0,3,0.0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MACS_peak_1457,11.11,0,1.0,2,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14570,7.61,0,1.0,0,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
MACS_peak_14571,9.97,1,0.0,0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14572,5.07,1,0.0,1,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14573,19.14,0,1.0,3,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14574,4.79,0,1.0,2,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14575,14.92,3,0.0,0,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14576,7.99,0,1.0,1,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14577,51.08,1,0.0,3,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14578,23.68,0,1.0,4,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14579,46.49,1,0.0,2,0.0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_1458,13.89,0,1.0,2,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14580,14.35,2,0.0,5,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
MACS_peak_14581,12.00,0,1.0,2,0.0,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MACS_peak_14582,11.21,0,1.0,0,0.0,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14583,4.84,1,0.0,3,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14584,15.59,0,1.0,4,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14585,14.66,1,0.0,2,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14586,5.86,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14587,24.23,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14588,11.34,0,1.0,3,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14589,16.18,0,1.0,2,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1459,6.87,0,1.0,3,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14590,553.46,0,1.0,7,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14591,14.23,0,1.0,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14592,72.20,3,0.0,3,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14593,13.59,0,1.0,4,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14594,40.68,1,0.0,8,0.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
MACS_peak_14595,12.68,0,1.0,3,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14596,208.95,1,0.0,4,0.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
MACS_peak_14597,19.61,0,1.0,3,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14598,27.56,0,1.0,2,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14599,8.56,2,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_146,10.30,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_1460,9.94,1,0.0,2,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14600,51.08,0,1.0,4,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14601,8.41,0,1.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14602,11.77,0,1.0,6,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14603,15.26,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14604,24.23,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14605,36.40,4,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
MACS_peak_14606,4.87,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14607,10.95,0,1.0,2,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14608,6.31,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14609,5.08,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1461,17.07,1,0.0,3,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14610,51.08,0,1.0,6,0.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14611,13.78,0,1.0,3,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14612,5.79,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14613,15.16,0,1.0,1,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14614,9.09,0,1.0,2,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14615,18.62,0,1.0,1,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14616,11.01,1,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14617,41.04,2,0.0,2,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14618,8.41,2,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14619,12.07,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1462,22.06,0,1.0,3,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14620,14.35,0,1.0,4,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14621,60.31,1,0.0,0,0.0,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14622,5.27,0,1.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14623,12.00,0,1.0,2,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14624,9.80,0,1.0,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14625,68.67,0,1.0,4,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14626,9.09,0,1.0,1,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14627,5.29,0,1.0,3,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14628,32.40,0,1.0,9,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_14629,18.52,0,1.0,4,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MACS_peak_1463,13.29,1,0.0,4,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
MACS_peak_14630,21.97,0,1.0,1,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14631,32.82,0,1.0,3,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14632,13.26,0,1.0,0,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14633,5.52,2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
MACS_peak_14634,11.21,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14635,11.60,0,1.0,0,0.0,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14636,7.00,0,1.0,3,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14637,13.59,1,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MACS_peak_14638,25.66,0,1.0,2,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14639,4.16,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_1464,7.33,0,1.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14640,26.75,2,0.0,4,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
MACS_peak_14641,8.41,0,1.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MACS_peak_14642,9.27,2,0.0,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
